"LoincCode","AtomName","CanonicalInvestigationLoincCode","CanonicalInvestigationName","Category","Unit","Type","Required"
"30170-5","American Cockroach IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6041-8","Bermuda grass IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6153-1","Kentucky blue grass IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6152-3","Johnson grass IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6034-3","Bahia grass IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6212-5","Penicillium notatum IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6182-0","Mucor racemosus IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6252-1","Stemphylium botryosum IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6178-8","Mountain Juniper IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6109-3","White Elm IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6209-1","Pecan or Hickory Tree IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6192-9","Olive Pollen IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6015-2","Wattle IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6113-5","Gum-Tree IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6281-0","White mulberry IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6263-8","American Sycamore IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6275-2","Western Ragweed IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6110-1","English plantain IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"7604-2","Common pigweed IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6186-1","Nettle IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"7428-6","Iodinebush IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"7641-4","Rabbit Bush IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"7681-0","Common Sagebrush IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"7779-2","Wingscale IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","48931-0","Respiratory allergen panel, US - AZ, Southeastern CA, Western NM - Serum","lab","k[IU]/L","numeric",""
"6099-6","Dog epithelium IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"30170-5","American Cockroach IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6265-3","Timothy IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6212-5","Penicillium notatum IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6182-0","Mucor racemosus IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6252-1","Stemphylium botryosum IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6137-4","Hazelnut Pollen IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6109-3","White Elm IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"33982-0","California Walnut Pollen IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"41874-9","White Birch IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"7664-6","Redwood IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6085-5","Common Ragweed IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6110-1","English plantain IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"7681-0","Common Sagebrush IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6244-8","Sheep Sorrel IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6234-9","Saltwort IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","48932-8","Respiratory allergen panel, US - Alaska b - Serum","lab","k[IU]/L","numeric",""
"6099-6","Dog epithelium IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"30170-5","American Cockroach IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6041-8","Bermuda grass IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6153-1","Kentucky blue grass IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6034-3","Bahia grass IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6212-5","Penicillium notatum IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6182-0","Mucor racemosus IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6252-1","Stemphylium botryosum IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6178-8","Mountain Juniper IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6192-9","Olive Pollen IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6113-5","Gum-Tree IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6015-2","Wattle IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6222-4","Queen Palm IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6281-0","White mulberry IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6110-1","English plantain IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6077-2","Cocklebur IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"7604-2","Common pigweed IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"7686-9","Saltbush IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"7654-7","Slender Ragweed IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","48933-6","Respiratory allergen panel, US - Hawaii - Serum","lab","k[IU]/L","numeric",""
"6195-2","Cocksfoot IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6265-3","Timothy IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6078-0","Cockroach IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"7155-5","Boxelder IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6109-3","White Elm IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6085-5","Common Ragweed IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6156-4","Goosefoot IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","49017-7","Respiratory allergen panel, US - North Atlantic states c - Serum","lab","k[IU]/L","numeric",""
"6078-0","Cockroach IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6041-8","Bermuda grass IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6228-1","Red top grass IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"7155-5","Boxelder IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"15284-3","Grey Alder IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"15283-5","Silver Birch IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6090-5","Cottonwood IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"7604-2","Common pigweed IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6183-8","Mugwort IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6234-9","Saltwort IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","49018-5","Respiratory allergen panel, US - Intermountain west c - Serum","lab","k[IU]/L","numeric",""
"6078-0","Cockroach IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6041-8","Bermuda grass IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6034-3","Bahia grass IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6212-5","Penicillium notatum IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6113-5","Gum-Tree IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6209-1","Pecan or Hickory Tree IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6222-4","Queen Palm IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6032-7","Australian pine IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6110-1","English plantain IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"7604-2","Common pigweed IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6200-0","Pellitory (Parietaria officinalis) IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","49019-3","Respiratory allergen panel, US - Puerto Rico - Serum","lab","k[IU]/L","numeric",""
"6099-6","Dog epithelium IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"30170-5","American Cockroach IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6041-8","Bermuda grass IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"7369-2","Perennial rye grass IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6053-3","Brome IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6034-3","Bahia grass IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6212-5","Penicillium notatum IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6182-0","Mucor racemosus IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6252-1","Stemphylium botryosum IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6192-9","Olive Pollen IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"33982-0","California Walnut Pollen IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6113-5","Gum-Tree IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6015-2","Wattle IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6209-1","Pecan or Hickory Tree IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"41874-9","White Birch IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6281-0","White mulberry IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6263-8","American Sycamore IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6275-2","Western Ragweed IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6234-9","Saltwort IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"7604-2","Common pigweed IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6186-1","Nettle IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"7686-9","Saltbush IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"7681-0","Common Sagebrush IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","49020-1","Respiratory allergen panel, US - Coastal California - Serum","lab","k[IU]/L","numeric",""
"6078-0","Cockroach IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6041-8","Bermuda grass IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6153-1","Kentucky blue grass IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6152-3","Johnson grass IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6109-3","White Elm IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
